Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1826893,F33254714,First Flight,,,,,
1836875,ZD6706630,First Flight,delhi,15-Nov-2012,gwalior,17-Nov-2012,Pending
1825810,ZD6706624,First Flight,delhi,14-Nov-2012,ghaziabad,17-Nov-2012,Pending
1836193,O33843910,First Flight,panipet,12-Nov-2012,jodhpur,1-Dec-2012,Return to origin
1834855,ZD6706924,First Flight,delhi,16-Nov-2012,tenali,22-Nov-2012,Delivered
1835737,ZD6707000,First Flight,delhi,17-Nov-2012,singrauli,20-Nov-2012,Pending
1836010,ZD6706928,First Flight,delhi,16-Nov-2012,chennai,21-Nov-2012,Pending
1816632,LD3795993,First Flight,delhi,16-Nov-2012,dharmanagar,--,In Transit[Contact]
1829842,1829842,First Flight,,,,,
1835252,ZD6707056,First Flight,delhi,17-Nov-2012,guwahati,20-Nov-2012,Pending
1841458,ZD6707025,First Flight,delhi,16-Nov-2012,karwar,19-Nov-2012,Pending
1843891,ZD6707022,First Flight,delhi,16-Nov-2012,manaparai,1-Dec-2012,Pending
1823326,LD3491762,First Flight,delhi,17-Nov-2012,bokaro,21-Nov-2012,Pending
1823600,ZD6707119,First Flight,,,,,
1825498,LD3491765,First Flight,delhi,17-Nov-2012,hyderabad,21-Nov-2012,Pending
1825768,LD3491766,First Flight,delhi,17-Nov-2012,gandhidham,3-Dec-2012,Return to origin
1829097,ZD6707124,First Flight,delhi,17-Nov-2012,barbil,--,In Transit[Contact]
1829992,LD3491775,First Flight,delhi,17-Nov-2012,asansol,21-Nov-2012,Pending
1830392,LD3491777,First Flight,delhi,17-Nov-2012,trivandrum,21-Nov-2012,Pending
1831065,LD4132986,First Flight,delhi,19-Nov-2012,guwahati,24-Nov-2012,Pending
1832247,LD4130498,First Flight,delhi,17-Nov-2012,siliguri,24-Nov-2012,Pending
1832461,LD3491781,First Flight,delhi,17-Nov-2012,mumbai,26-Nov-2012,Pending
1837429,ZD6707113,First Flight,delhi,17-Nov-2012,vadalore,--,In Transit[Contact]
1837445,ZD6707114,First Flight,delhi,17-Nov-2012,vadalore,--,In Transit[Contact]
1843385,ZD6707078,First Flight,delhi,17-Nov-2012,jodhpur,--,In Transit[Contact]
1843543,ZD6707086,First Flight,delhi,17-Nov-2012,modinagar,--,In Transit[Contact]
1844088,LD4130500,First Flight,delhi,17-Nov-2012,namakkal,29-Nov-2012,Pending
1844665,ZD6707102,First Flight,delhi,17-Nov-2012,ludhiana,20-Nov-2012,Pending
1844818,ZD6707072,First Flight,delhi,17-Nov-2012,karur,--,In Transit[Contact]
1830511,LD3491840,First Flight,delhi,19-Nov-2012,indore,1-Dec-2012,Return to origin
1844773,ZD6708282,First Flight,delhi,19-Nov-2012,karur,--,In Transit[Contact]
1845739,ZD6708298,First Flight,,--,,26-Nov-2012,Pending
1845827,ZD6708299,First Flight,,,,,
1857204,ZD6707267,First Flight,,,,,
1857239,ZD6707271,First Flight,delhi,18-Nov-2012,delhi,--,In Transit[Contact]
1829549,LD3491828,First Flight,delhi,20-Nov-2012,bhusawal,29-Nov-2012,Delivered
1832068,LD3491791,First Flight,delhi,20-Nov-2012,haldwani,3-Dec-2012,Pending
1840137,LD3491823,First Flight,delhi,20-Nov-2012,purnea,24-Nov-2012,Pending
1841490,LD3491832,First Flight,delhi,20-Nov-2012,bhatinda,22-Nov-2012,Pending
1843124,LD4211590,First Flight,delhi,20-Nov-2012,kishanganj,24-Nov-2012,Pending
1843843,ZD6708330,First Flight,delhi,19-Nov-2012,shimoga,--,In Transit[Contact]
1844738,ZD6708341,First Flight,,,,,
1846826,ZD6708338,First Flight,delhi,20-Nov-2012,raipur,--,In Transit[Contact]
1825491,LD3491889,First Flight,delhi,21-Nov-2012,udaipur,3-Dec-2012,Pending
1826604,LD3491895,First Flight,delhi,20-Nov-2012,guwahati,--,In Transit[Contact]
1831830,ZD6709376,First Flight,,,,,
1834293,ZD6709355,First Flight,delhi,20-Nov-2012,murshidabad,22-Nov-2012,Pending
1838758,LD3491897,First Flight,delhi,21-Nov-2012,dibrugarh,28-Nov-2012,Pending
1843850,LD3491879,First Flight,delhi,21-Nov-2012,moga,--,In Transit[Contact]
1846951,LD3491870,First Flight,delhi,20-Nov-2012,,1-Dec-2012,Delivered
1865963,ZD6709379,First Flight,delhi,21-Nov-2012,asansol,23-Nov-2012,Pending
1867497,ZD6709395,First Flight,delhi,20-Nov-2012,korba,--,In Transit[Contact]
1868252,ZD6709414,First Flight,delhi,20-Nov-2012,bareilly,21-Nov-2012,Pending
1868377,ZD6709400,First Flight,,,,,
1792083,Cancelled,First Flight,,,,,
1834920,LD3491928,First Flight,,,,,
1838141,ZD6709652,First Flight,,,,,
1842039,G14536042,First Flight,,,,,
1842370,LD3491923,First Flight,,,,,
1847710,ZD6708352,First Flight,,,,,
1848257,ZD6708357,First Flight,,,,,
1848399,ZD6708358,First Flight,,,,,
1848492,ZD6708359,First Flight,,,,,
1848781,ZD6708363,First Flight,,,,,
1848923,ZD6708367,First Flight,,,,,
1849388,ZD6708372,First Flight,,,,,
1849910,ZD6708376,First Flight,,,,,
1849936,ZD6708377,First Flight,,,,,
1851403,ZD6708396,First Flight,,,,,
1852156,ZD6708403,First Flight,,,,,
1852158,ZD6708404,First Flight,,,,,
1852159,ZD6708405,First Flight,,,,,
1852170,ZD6708406,First Flight,,,,,
1852459,ZD6708412,First Flight,,,,,
1852677,ZD6708414,First Flight,,,,,
1852797,ZD6708417,First Flight,,,,,
1853220,ZD6708423,First Flight,,,,,
1853259,ZD6708424,First Flight,,,,,
1853509,ZD6708430,First Flight,,,,,
1853973,LD3491902,First Flight,,,,,
1854034,ZD6708437,First Flight,,,,,
1854094,ZD6708438,First Flight,,,,,
1854126,ZD6708439,First Flight,,,,,
1854543,ZD6708448,First Flight,,,,,
1855102,ZD6708459,First Flight,,,,,
1855120,ZD6708461,First Flight,,,,,
1855260,ZD6708463,First Flight,,,,,
1855433,ZD6708465,First Flight,,,,,
1858502,ZD6708501,First Flight,,,,,
1860014,ZD6708521,First Flight,,,,,
1860369,ZD6708527,First Flight,,,,,
1860663,ZD6708537,First Flight,,,,,
1860827,ZD6708541,First Flight,,,,,
1861057,LD3491908,First Flight,,,,,
1861084,ZD6708545,First Flight,,,,,
1861269,ZD6708549,First Flight,,,,,
1861413,ZD6708551,First Flight,,,,,
1861804,ZD6708573,First Flight,,,,,
1861810,ZD6708575,First Flight,,,,,
1861839,ZD6708580,First Flight,,,,,
1861962,ZD6708595,First Flight,,,,,
1861979,ZD6708597,First Flight,,,,,
1862008,ZD6708612,First Flight,,,,,
1862031,ZD6708624,First Flight,,,,,
1862127,ZD6708686,First Flight,,,,,
1862177,ZD6708713,First Flight,,,,,
1862221,ZD6708740,First Flight,,,,,
1862281,ZD6708774,First Flight,,,,,
1862453,ZD6708878,First Flight,,,,,
1862474,ZD6708893,First Flight,,,,,
1862550,ZD6708933,First Flight,,,,,
1862559,ZD6708942,First Flight,,,,,
1862576,ZD6708952,First Flight,,,,,
1862599,ZD6708969,First Flight,,,,,
1862621,ZD6708984,First Flight,,,,,
1862625,ZD6708986,First Flight,,,,,
1862634,ZD6708991,First Flight,,,,,
1862670,ZD6709009,First Flight,,,,,
1862707,ZD6709032,First Flight,,,,,
1862772,ZD6709068,First Flight,,,,,
1862813,ZD6709094,First Flight,,,,,
1862831,ZD6709104,First Flight,,,,,
1862967,ZD6709184,First Flight,,,,,
1862998,ZD6709201,First Flight,,,,,
1863065,ZD6709237,First Flight,,,,,
1863067,ZD6709238,First Flight,,,,,
1863076,ZD6709243,First Flight,,,,,
1863087,ZD6709248,First Flight,,,,,
1863133,ZD6709273,First Flight,,,,,
1863223,ZD6709331,First Flight,,,,,
1863252,ZD6709346,First Flight,,,,,
1865414,ZD6709432,First Flight,,,,,
1865428,ZD6709440,First Flight,,,,,
1865430,ZD6709441,First Flight,,,,,
1865470,ZD6709467,First Flight,,,,,
1865473,ZD6709469,First Flight,,,,,
1865526,ZD6709497,First Flight,,,,,
1865556,ZD6709514,First Flight,,,,,
1865603,ZD6709537,First Flight,,,,,
1865606,ZD6709539,First Flight,,,,,
1865650,ZD6709565,First Flight,,,,,
1865666,ZD6709575,First Flight,,,,,
1865674,ZD6709578,First Flight,,,,,
1865695,ZD6709595,First Flight,,,,,
1865726,ZD6709615,First Flight,,,,,
1866169,ZD6709654,First Flight,,,,,
1866558,LD3491921,First Flight,,,,,
1868708,ZD6709659,First Flight,,,,,
1868881,ZD6709653,First Flight,,,,,
1869803,ZD6709660,First Flight,,,,,
1870410,ZD6709663,First Flight,,,,,
1871143,ZD6709645,First Flight,,,,,
1815068,LD3491929,First Flight,,,,,
1834305,ZD6710046,First Flight,,,,,
1837504,LD3491933,First Flight,,,,,
1844792,LD4132990,First Flight,,,,,
1853742,LD3491945,First Flight,,,,,
1868713,LD4132992,First Flight,,,,,
1869454,ZD6711559,First Flight,,,,,
1869756,ZD6711557,First Flight,,,,,
1869893,ZD6711575,First Flight,,,,,
1871676,LG0063637,First Flight,,,,,
1872959,ZD6711562,First Flight,,,,,
1874134,ZD6710050,First Flight,,,,,
1874164,ZD6709697,First Flight,,,,,
1874252,ZD6709701,First Flight,,,,,
1874255,ZD6709702,First Flight,,,,,
1874268,ZD6710059,First Flight,,,,,
1874281,ZD6711072,First Flight,,,,,
1874329,ZD6709708,First Flight,,,,,
1874337,ZD6709711,First Flight,,,,,
1874365,ZD6709712,First Flight,,,,,
1874446,ZD6710079,First Flight,,,,,
1874541,ZD6709723,First Flight,,,,,
1874582,ZD6709726,First Flight,,,,,
1874592,ZD6709727,First Flight,,,,,
1874659,ZD6709732,First Flight,,,,,
1874664,ZD6710099,First Flight,,,,,
1874716,ZD6709735,First Flight,,,,,
1874762,ZD6710106,First Flight,,,,,
1874768,ZD6709741,First Flight,,,,,
1874802,ZD6711108,First Flight,,,,,
1874804,ZD6710111,First Flight,,,,,
1874809,ZD6709746,First Flight,,,,,
1874829,ZD6709749,First Flight,,,,,
1874874,ZD6710114,First Flight,,,,,
1874877,ZD6710116,First Flight,,,,,
1874935,ZD6709763,First Flight,,,,,
1875025,ZD6709774,First Flight,,,,,
1875086,ZD6710125,First Flight,,,,,
1875109,ZD6711134,First Flight,,,,,
1875128,ZD6710128,First Flight,,,,,
1875139,ZD6710131,First Flight,,,,,
1875155,ZD6710134,First Flight,,,,,
1875222,ZD6711140,First Flight,,,,,
1875232,ZD6710144,First Flight,,,,,
1875234,ZD6710145,First Flight,,,,,
1875277,ZD6710151,First Flight,,,,,
1875372,ZD6709799,First Flight,,,,,
1875380,ZD6710163,First Flight,,,,,
1875402,ZD6711155,First Flight,,,,,
1875415,ZD6711157,First Flight,,,,,
1875419,ZD6710166,First Flight,,,,,
1875445,ZD6710168,First Flight,,,,,
1875500,ZD6709805,First Flight,,,,,
1875532,ZD6710176,First Flight,,,,,
1875720,ZD6710194,First Flight,,,,,
1875778,ZD6710200,First Flight,,,,,
1875829,ZD6710208,First Flight,,,,,
1875839,ZD6711190,First Flight,,,,,
1875976,ZD6709894,First Flight,,,,,
1876115,ZD6709852,First Flight,,,,,
1876120,ZD6709854,First Flight,,,,,
1876140,ZD6709856,First Flight,,,,,
1876142,ZD6710256,First Flight,,,,,
1876214,ZD6710263,First Flight,,,,,
1876215,ZD6710264,First Flight,,,,,
1876329,ZD6709896,First Flight,,,,,
1876426,ZD6710290,First Flight,,,,,
1876458,ZD6710296,First Flight,,,,,
1876558,ZD6711263,First Flight,,,,,
1876560,ZD6710313,First Flight,,,,,
1876580,ZD6710318,First Flight,,,,,
1876607,ZD6710321,First Flight,,,,,
1876674,ZD6710337,First Flight,,,,,
1876679,ZD6710339,First Flight,,,,,
1876747,ZD6710353,First Flight,,,,,
1876749,ZD6710354,First Flight,,,,,
1876857,ZD6710375,First Flight,,,,,
1876870,ZD6710379,First Flight,,,,,
1876883,ZD6710380,First Flight,,,,,
1876889,ZD6709902,First Flight,,,,,
1876935,ZD6710393,First Flight,,,,,
1876955,ZD6711295,First Flight,,,,,
1876972,ZD6710404,First Flight,,,,,
1876999,ZD6710406,First Flight,,,,,
1877035,ZD6710415,First Flight,,,,,
1877100,ZD6709904,First Flight,,,,,
1877124,ZD6711304,First Flight,,,,,
1877187,ZD6709907,First Flight,,,,,
1877223,ZD6711314,First Flight,,,,,
1877231,ZD6709908,First Flight,,,,,
1877236,ZD6710475,First Flight,,,,,
1877296,ZD6710491,First Flight,,,,,
1877335,ZD6710504,First Flight,,,,,
1877438,ZD6710538,First Flight,,,,,
1877461,ZD6710547,First Flight,,,,,
1877471,ZD6711336,First Flight,,,,,
1877523,ZD6710578,First Flight,,,,,
1877532,ZD6711344,First Flight,,,,,
1877553,ZD6710588,First Flight,,,,,
1877595,ZD6710603,First Flight,,,,,
1877611,ZD6710608,First Flight,,,,,
1877633,ZD6711354,First Flight,,,,,
1877689,ZD6710631,First Flight,,,,,
1877706,ZD6710638,First Flight,,,,,
1877716,ZD6711367,First Flight,,,,,
1877733,ZD6710648,First Flight,,,,,
1877763,ZD6710657,First Flight,,,,,
1877778,ZD6710660,First Flight,,,,,
1877795,ZD6710665,First Flight,,,,,
1877829,ZD6710679,First Flight,,,,,
1877860,ZD6710687,First Flight,,,,,
1877869,ZD6710690,First Flight,,,,,
1877879,ZD6710694,First Flight,,,,,
1877880,ZD6710695,First Flight,,,,,
1877894,ZD6710700,First Flight,,,,,
1877903,ZD6710703,First Flight,,,,,
1877913,ZD6709918,First Flight,,,,,
1877914,ZD6710705,First Flight,,,,,
1877954,ZD6711382,First Flight,,,,,
1877956,ZD6709919,First Flight,,,,,
1877960,ZD6710717,First Flight,,,,,
1878010,ZD6709921,First Flight,,,,,
1878060,ZD6710752,First Flight,,,,,
1878103,ZD6710761,First Flight,,,,,
1878131,ZD6710768,First Flight,,,,,
1878160,ZD6709924,First Flight,,,,,
1878161,ZD6710778,First Flight,,,,,
1878169,ZD6710781,First Flight,,,,,
1878178,ZD6710787,First Flight,,,,,
1878188,ZD6710791,First Flight,,,,,
1878291,ZD6710826,First Flight,,,,,
1878293,ZD6709926,First Flight,,,,,
1878346,ZD6710847,First Flight,,,,,
1878354,ZD6710852,First Flight,,,,,
1878360,ZD6711414,First Flight,,,,,
1878377,ZD6710861,First Flight,,,,,
1878398,ZD6709928,First Flight,,,,,
1878402,ZD6710873,First Flight,,,,,
1878440,ZD6711419,First Flight,,,,,
1878707,ZD6711472,First Flight,,,,,
1878725,ZD6711477,First Flight,,,,,
1878769,ZD6711481,First Flight,,,,,
1878771,ZD6711483,First Flight,,,,,
1878813,ZD6711492,First Flight,,,,,
1878829,ZD6711497,First Flight,,,,,
1878919,ZD6709929,First Flight,,,,,
1878930,ZD6710888,First Flight,,,,,
1878965,ZD6710898,First Flight,,,,,
1878980,ZD6710903,First Flight,,,,,
1879004,ZD6711521,First Flight,,,,,
1879044,ZD6710928,First Flight,,,,,
1879066,ZD6710938,First Flight,,,,,
1879073,ZD6710940,First Flight,,,,,
1879100,ZD6709931,First Flight,,,,,
1879138,ZD6710959,First Flight,,,,,
1879140,ZD6710961,First Flight,,,,,
1879158,ZD6710970,First Flight,,,,,
1879194,ZD6709932,First Flight,,,,,
1879217,ZD6711532,First Flight,,,,,
1879231,ZD6710987,First Flight,,,,,
1879232,ZD6710988,First Flight,,,,,
1879239,ZD6710991,First Flight,,,,,
1879259,ZD6709934,First Flight,,,,,
1879285,ZD6709939,First Flight,,,,,
1879287,ZD6709941,First Flight,,,,,
1879319,ZD6709952,First Flight,,,,,
1879335,ZD6711542,First Flight,,,,,
1879359,ZD6709969,First Flight,,,,,
1879361,ZD6709970,First Flight,,,,,
1879365,ZD6711544,First Flight,,,,,
1879449,ZD6709999,First Flight,,,,,
1879496,ZD6710012,First Flight,,,,,
1879500,ZD6710014,First Flight,,,,,
1879502,ZD6711551,First Flight,,,,,
1879511,ZD6711553,First Flight,,,,,
1879519,ZD6710017,First Flight,,,,,
1879521,ZD6710018,First Flight,,,,,
1879532,ZD6710023,First Flight,,,,,
1879540,ZD6710027,First Flight,,,,,
1879560,ZD6710035,First Flight,,,,,
1879581,ZD6711556,First Flight,,,,,
1879649,ZD6711024,First Flight,,,,,
1879664,ZD6711031,First Flight,,,,,
1879679,ZD6711037,First Flight,,,,,
1879686,ZD6711040,First Flight,,,,,
1879718,ZD6711050,First Flight,,,,,
1879734,ZD6711053,First Flight,,,,,
1846301,LD3491962,First Flight,,,,,
1846883,M32674561,First Flight,,,,,
1864209,ZD6712466,First Flight,,,,,
1866268,LD3491965,First Flight,,,,,
1866303,LD3491966,First Flight,,,,,
1867447,LD3491948,First Flight,,,,,
1867471,LD3491955,First Flight,,,,,
1869037,LD3491949,First Flight,,,,,
1869309,LD3491992,First Flight,,,,,
1869499,LD3491984,First Flight,,,,,
1871814,ZD6712463,First Flight,,,,,
1871842,LD3491985,First Flight,,,,,
1872759,ZD6712455,First Flight,,,,,
1872817,LD3491951,First Flight,,,,,
1872830,ZD6712460,First Flight,,,,,
1872966,ZD6712484,First Flight,,,,,
1873088,ZD6712461,First Flight,,,,,
1873202,ZD6712490,First Flight,,,,,
1873337,LD3491981,First Flight,,,,,
1875187,R34203034,First Flight,,,,,
1875473,R34203034,First Flight,,,,,
1877545,ZD6712477,First Flight,,,,,
1877756,ZD6711587,First Flight,,,,,
1879779,ZD6712088,First Flight,,,,,
1879799,ZD6711604,First Flight,,,,,
1879800,ZD6712091,First Flight,,,,,
1879808,ZD6712092,First Flight,,,,,
1879833,ZD6711613,First Flight,,,,,
1879861,ZD6711622,First Flight,,,,,
1879917,ZD6711639,First Flight,,,,,
1879960,ZD6711651,First Flight,,,,,
1879972,ZD6712103,First Flight,,,,,
1879998,ZD6711661,First Flight,,,,,
1880022,ZD6711670,First Flight,,,,,
1880032,ZD6712107,First Flight,,,,,
1880234,ZD6711738,First Flight,,,,,
1880236,ZD6711740,First Flight,,,,,
1880268,ZD6712130,First Flight,,,,,
1880307,ZD6711764,First Flight,,,,,
1880360,ZD6711782,First Flight,,,,,
1880401,ZD6711795,First Flight,,,,,
1880418,ZD6711802,First Flight,,,,,
1880449,ZD6711810,First Flight,,,,,
1880475,ZD6711824,First Flight,,,,,
1880550,ZD6711851,First Flight,,,,,
1880599,ZD6711867,First Flight,,,,,
1880710,ZD6711916,First Flight,,,,,
1880732,ZD6711923,First Flight,,,,,
1880798,ZD6711941,First Flight,,,,,
1880877,ZD6711963,First Flight,,,,,
1880880,ZD6711965,First Flight,,,,,
1880901,ZD6711972,First Flight,,,,,
1880912,ZD6711975,First Flight,delhi,23-Nov-2012,vijayawada,26-Nov-2012,Pending
1880916,ZD6711979,First Flight,delhi,23-Nov-2012,noida,24-Nov-2012,Pending
1880917,ZD6711980,First Flight,delhi,24-Nov-2012,chandigarh,26-Nov-2012,Pending
1880923,ZD6711985,First Flight,delhi,23-Nov-2012,bhiwadi,--,In Transit[Contact]
1880927,ZD6711987,First Flight,delhi,23-Nov-2012,tezpur,--,In Transit[Contact]
1880932,ZD6711991,First Flight,delhi,24-Nov-2012,patiala,--,In Transit[Contact]
1880946,ZD6711996,First Flight,delhi,24-Nov-2012,bhatinda,27-Nov-2012,Pending
1880954,ZD6712000,First Flight,delhi,23-Nov-2012,ranchi,27-Nov-2012,Pending
1880972,ZD6712008,First Flight,delhi,23-Nov-2012,jodhpur,--,In Transit[Contact]
1881113,ZD6712056,First Flight,delhi,23-Nov-2012,hyderabad,26-Nov-2012,Pending
1881117,ZD6712058,First Flight,delhi,23-Nov-2012,cuddalore,28-Nov-2012,Delivered
1881127,ZD6712060,First Flight,delhi,23-Nov-2012,jodhpur,--,In Transit[Contact]
1881138,ZD6712065,First Flight,delhi,23-Nov-2012,rajkot,27-Nov-2012,Pending
1881139,ZD6712066,First Flight,delhi,24-Nov-2012,bikaner,--,In Transit[Contact]
1881169,ZD6712186,First Flight,delhi,23-Nov-2012,jaipur,--,In Transit[Contact]
1881200,ZD6712192,First Flight,delhi,23-Nov-2012,rajkot,29-Nov-2012,Pending
1881299,ZD6712212,First Flight,,,,,
1881410,ZD6712241,First Flight,delhi,23-Nov-2012,bareilly,24-Nov-2012,Pending
1881411,ZD6712242,First Flight,delhi,23-Nov-2012,ernakulam,--,In Transit[Contact]
1881441,ZD6712246,First Flight,delhi,23-Nov-2012,kanpur,26-Nov-2012,Pending
1881461,ZD6712249,First Flight,delhi,24-Nov-2012,kanpur,--,In Transit[Contact]
1881465,ZD6712250,First Flight,delhi,24-Nov-2012,kolkatta,--,In Transit[Contact]
1881470,ZD6712251,First Flight,delhi,23-Nov-2012,auraiya,26-Nov-2012,Pending
1881590,ZD6712266,First Flight,delhi,23-Nov-2012,mumbai,30-Nov-2012,Delivered
1881667,ZD6712286,First Flight,delhi,24-Nov-2012,bhatinda,27-Nov-2012,Pending
1881691,ZD6712294,First Flight,delhi,24-Nov-2012,mumbai,28-Nov-2012,Pending
1881736,ZD6712306,First Flight,delhi,24-Nov-2012,auraiya,26-Nov-2012,Pending
1881741,ZD6712308,First Flight,delhi,23-Nov-2012,bokaro,27-Nov-2012,Pending
1881775,ZD6712316,First Flight,delhi,24-Nov-2012,baddi,26-Nov-2012,Pending
1881780,ZD6712317,First Flight,delhi,23-Nov-2012,silvassa,26-Nov-2012,Pending
1881877,ZD6712338,First Flight,delhi,24-Nov-2012,udaipur,26-Nov-2012,Pending
1881885,ZD6712339,First Flight,delhi,23-Nov-2012,bokaro,27-Nov-2012,Delivered
1881943,ZD6712346,First Flight,delhi,23-Nov-2012,lucknow,27-Nov-2012,Pending
1881977,ZD6712352,First Flight,delhi,23-Nov-2012,bhubaneshwar,--,In Transit[Contact]
1882127,ZD6712370,First Flight,delhi,24-Nov-2012,solan,26-Nov-2012,Delivered
1882213,ZD6712384,First Flight,delhi,23-Nov-2012,chennai,--,In Transit[Contact]
1882296,ZD6712392,First Flight,delhi,23-Nov-2012,noida,24-Nov-2012,Pending
1882637,ZD6712432,First Flight,delhi,23-Nov-2012,mumbai,26-Nov-2012,Pending
1884025,R34203043,First Flight,beawar,23-Nov-2012,beawar,27-Nov-2012,*Delivered- Returned to Consignor
1847412,LD3492001,First Flight,delhi,24-Nov-2012,chennai,29-Nov-2012,Pending
1868490,LM0010319,First Flight,,,,,
1870041,LD3492029,First Flight,delhi,24-Nov-2012,cuddalore,27-Nov-2012,Delivered
1870812,LD3492045,First Flight,delhi,24-Nov-2012,jagadhalpur,--,In Transit[Contact]
1873095,LD3492028,First Flight,delhi,24-Nov-2012,mangalore,28-Nov-2012,Delivered
1873613,LD3492038,First Flight,delhi,24-Nov-2012,chennai,3-Dec-2012,Return to Hub
1874660,ZD6712714,First Flight,delhi,24-Nov-2012,guwahati,--,In Transit[Contact]
1880144,LD3492037,First Flight,delhi,24-Nov-2012,tirupathi,27-Nov-2012,Pending
1880869,LD3492021,First Flight,delhi,24-Nov-2012,satara,3-Dec-2012,Pending
1881473,LD3492013,First Flight,delhi,24-Nov-2012,rourkela,3-Dec-2012,Pending
1881644,ZD6712705,First Flight,delhi,24-Nov-2012,darbhanga,--,In Transit[Contact]
1881707,ZD6712738,First Flight,delhi,24-Nov-2012,kolkatta,--,In Transit[Contact]
1881721,ZD6712767,First Flight,delhi,25-Nov-2012,jodhpur,--,In Transit[Contact]
1881880,LD3492027,First Flight,delhi,24-Nov-2012,bellary,1-Dec-2012,Pending
1881979,LD3492018,First Flight,delhi,24-Nov-2012,davangere,27-Nov-2012,Pending
1882141,ZD6712800,First Flight,delhi,24-Nov-2012,kovilpatti,--,In Transit[Contact]
1882602,ZD6712710,First Flight,delhi,24-Nov-2012,modinagar,--,In Transit[Contact]
1882695,LD3492025,First Flight,delhi,24-Nov-2012,malda,28-Nov-2012,Pending
1882997,ZD6712729,First Flight,delhi,25-Nov-2012,jodhpur,--,In Transit[Contact]
1883094,ZD6712731,First Flight,delhi,24-Nov-2012,rourkela,28-Nov-2012,Delivered
1883292,ZD6712542,First Flight,,,,,
1883333,ZD6712548,First Flight,delhi,26-Nov-2012,panipet,27-Nov-2012,Pending
1883399,ZD6712552,First Flight,delhi,24-Nov-2012,mangalore,26-Nov-2012,Pending
1883442,LD3492008,First Flight,delhi,24-Nov-2012,hissar,27-Nov-2012,Pending
1883451,ZD6712733,First Flight,delhi,24-Nov-2012,trivandrum,--,In Transit[Contact]
1883452,ZD6712786,First Flight,delhi,24-Nov-2012,hyderabad,--,In Transit[Contact]
1883647,ZD6712745,First Flight,delhi,24-Nov-2012,madurai,3-Dec-2012,Pending
1883688,ZD6712588,First Flight,delhi,24-Nov-2012,hyderabad,26-Nov-2012,Pending
1883693,ZD6712589,First Flight,delhi,24-Nov-2012,patna,1-Dec-2012,Pending
1883711,ZD6712590,First Flight,delhi,24-Nov-2012,katihar,28-Nov-2012,Pending
1883822,ZD6712600,First Flight,delhi,24-Nov-2012,madurai,3-Dec-2012,Pending
1883871,ZD6712606,First Flight,delhi,25-Nov-2012,chandigarh,27-Nov-2012,Pending
1883883,ZD6712807,First Flight,delhi,24-Nov-2012,kolkatta,3-Dec-2012,Delivered
1883912,ZD6712610,First Flight,delhi,24-Nov-2012,bokaro,28-Nov-2012,Pending
1884156,ZD6712791,First Flight,delhi,24-Nov-2012,tuticorin,--,In Transit[Contact]
1884443,ZD6712804,First Flight,delhi,24-Nov-2012,tirunelvelli,1-Dec-2012,Delivered
1884524,ZD6712646,First Flight,delhi,26-Nov-2012,gwalior,29-Nov-2012,Pending
1884576,ZD6712653,First Flight,delhi,25-Nov-2012,jallandhur,3-Dec-2012,Return to origin
1884621,ZD6712657,First Flight,delhi,24-Nov-2012,pondicherry,27-Nov-2012,Delivered
1884701,ZD6712666,First Flight,delhi,24-Nov-2012,kolkatta,--,In Transit[Contact]
1884749,ZD6712671,First Flight,delhi,26-Nov-2012,mohali,--,In Transit[Contact]
1884829,ZD6712676,First Flight,delhi,25-Nov-2012,imphal,--,In Transit[Contact]
1884861,ZD6712677,First Flight,delhi,26-Nov-2012,kanpur,28-Nov-2012,Pending
1885105,ZD6712693,First Flight,delhi,24-Nov-2012,kolkatta,--,In Transit[Contact]
1885133,ZD6712694,First Flight,delhi,24-Nov-2012,ahmedabad,--,In Transit[Contact]
1885223,ZD6712697,First Flight,delhi,24-Nov-2012,kolkatta,--,In Transit[Contact]
1885833,ZD6712518,First Flight,delhi,25-Nov-2012,chandigarh,29-Nov-2012,Pending
1885834,ZD6712519,First Flight,delhi,24-Nov-2012,kolkatta,3-Dec-2012,Delivered
1837052,LD3492051,First Flight,delhi,26-Nov-2012,shimoga,1-Dec-2012,Return to origin
1840313,G14420994,First Flight,ahmedabad,24-Nov-2012,,3-Dec-2012,Pending
1840435,ZD6712713,First Flight,delhi,26-Nov-2012,vadalore,--,In Transit[Contact]
1843088,LD3492047,First Flight,delhi,26-Nov-2012,kolkatta,3-Dec-2012,Pending
1866559,LD3492009,First Flight,delhi,26-Nov-2012,mandi,3-Dec-2012,Pending
1867453,LD3492052,First Flight,delhi,26-Nov-2012,giridih,1-Dec-2012,Pending
1871336,LD3492003,First Flight,delhi,26-Nov-2012,jagadhalpur,--,In Transit[Contact]
1873212,LD3492054,First Flight,delhi,26-Nov-2012,gwalior,29-Nov-2012,Pending
1873399,LD3492065,First Flight,delhi,26-Nov-2012,trivandrum,--,In Transit[Contact]
1873614,LD3492072,First Flight,delhi,26-Nov-2012,bangalore,3-Dec-2012,Pending
1873755,ZD6712751,First Flight,delhi,26-Nov-2012,jallandhur,28-Nov-2012,Pending
1876412,LD3492011,First Flight,delhi,26-Nov-2012,bhatinda,29-Nov-2012,Pending
1881951,ZD6712752,First Flight,delhi,26-Nov-2012,ambala,--,In Transit[Contact]
