Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1900635,Z77929304,DTDC,,,,,
1901356,D11115080,DTDC,,,,,
1902145,Z77929305,DTDC,,,,,
1902757,Z77929456,DTDC,,,,,
1903280,Z77929306,DTDC,,,,,
1903453,Z77929307,DTDC,,,,,
1903468,Z77929308,DTDC,,,,,
1904102,Z77929357,DTDC,,,,,
1904217,Z77929447,DTDC,,,,,
1904762,Z77929309,DTDC,,,,,
1905057,Z77929310,DTDC,,,,,
1905389,Z77929311,DTDC,,,,,
1905397,Z77929312,DTDC,,,,,
1905792,Z77929313,DTDC,,,,,
1906130,Z77929314,DTDC,,,,,
1906194,Z77929436,DTDC,,,,,
1906242,Z77929315,DTDC,,,,,
1906410,Z77929316,DTDC,,,,,
1906580,Z77929457,DTDC,,,,,
1907152,Z77929317,DTDC,,,,,
1907158,Z77929318,DTDC,,,,,
1907324,Z77929462,DTDC,,,,,
1907424,Z77929319,DTDC,,,,,
1907795,Z77929458,DTDC,,,,,
1907806,Z77929468,DTDC,,,,,
1907946,Z77929321,DTDC,,,,,
1908010,Z77929322,DTDC,,,,,
1908103,Z77929323,DTDC,,,,,
1908299,Z77929324,DTDC,,,,,
1908766,Z77929445,DTDC,,,,,
1909906,Z77929446,DTDC,,,,,
1909983,Z77929325,DTDC,,,,,
1910132,Z77929326,DTDC,,,,,
1910487,Z77929327,DTDC,,,,,
1910542,Z77929328,DTDC,,,,,
1910767,Z77929329,DTDC,,,,,
1911624,Z77929469,DTDC,,,,,
1911950,Z77929330,DTDC,,,,,
1912055,Z77929331,DTDC,,,,,
1912113,Z77929332,DTDC,,,,,
1912165,Z77929361,DTDC,,,,,
1913439,Z77929333,DTDC,,,,,
1913787,Z77929463,DTDC,,,,,
1913831,Z77929334,DTDC,,,,,
1913883,B88532632,DTDC,,,,,
1915145,Z77929346,DTDC,,,,,
1915166,Z77929335,DTDC,,,,,
1915451,Z77929336,DTDC,,,,,
1915487,Z77929337,DTDC,,,,,
1915643,Z77929347,DTDC,,,,,
1915793,Z77929338,DTDC,,,,,
1916169,Z77929360,DTDC,,,,,
1916170,Z77929438,DTDC,,,,,
1916195,Z77929339,DTDC,,,,,
1916210,Z77929340,DTDC,,,,,
1916384,Z77929348,DTDC,,,,,
1916487,Z77929349,DTDC,,,,,
1916904,Z77929341,DTDC,,,,,
1917069,Z77929451,DTDC,,,,,
1917396,Z77929342,DTDC,,,,,
1917446,Z77929459,DTDC,,,,,
1917549,Z77929362,DTDC,,,,,
1917862,Z77929437,DTDC,,,,,
1918141,Z77929343,DTDC,,,,,
1918432,Z77929464,DTDC,,,,,
1918560,Z77929460,DTDC,,,,,
1918863,Z77929344,DTDC,,,,,
1918868,Z77929350,DTDC,,,,,
1918950,B88532641,DTDC,,,,,
1920157,B88532637,DTDC,,,,,
1920364,B88532629,DTDC,,,,,
1920628,P21201580,DTDC,,,,,
1931108,A24568752,DTDC,,,,,
1873624,Z77929113,DTDC,,,,,
1877477,Z77929711,DTDC,,,,,
1877644,z78766838,DTDC,,,,,
1881456,Z77929713,DTDC,,,,,
1882261,Z77929714,DTDC,,,,,
1885983,Z77929722,DTDC,,,,,
1886033,Z77929787,DTDC,,,,,
1887595,Z77929715,DTDC,,,,,
1887892,K59084966,DTDC,,,,,
1888970,K59084967,DTDC,,,,,
1889131,Z77929790,DTDC,,,,,
1889338,Z77929154,DTDC,,,,,
1889440,A24824467,DTDC,,,,,
1889503,Z77929791,DTDC,,,,,
1889569,A24824468,DTDC,,,,,
1889603,Z77929789,DTDC,,,,,
1889641,K59084968,DTDC,,,,,
1889755,Z77929792,DTDC,,,,,
1890043,Z77929793,DTDC,,,,,
1890058,A24824471,DTDC,,,,,
1890137,Z77929794,DTDC,,,,,
1891417,Z77929775,DTDC,,,,,
1891470,Z77929803,DTDC,,,,,
1891989,Z77929804,DTDC,,,,,
1892018,Z77929805,DTDC,,,,,
1892548,Z77928990,DTDC,,,,,
1892766,Z77929806,DTDC,,,,,
1892871,Z77929807,DTDC,,,,,
1892901,Z78739479,DTDC,,,,,
1893210,Z77929795,DTDC,,,,,
1893337,Z77929808,DTDC,,,,,
1893341,Z77929809,DTDC,,,,,
1893864,Z77929716,DTDC,,,,,
1894261,Z77928991,DTDC,,,,,
1894464,A24824466,DTDC,,,,,
1894760,Z77929796,DTDC,,,,,
1895450,K59084969,DTDC,,,,,
1896009,Z77929470,DTDC,,,,,
1896126,Z77932027,DTDC,,,,,
1896151,Z77931942,DTDC,,,,,
1896484,Z77929471,DTDC,,,,,
1896568,Z77929472,DTDC,,,,,
1896624,Z77929473,DTDC,,,,,
1896669,Z77929474,DTDC,,,,,
1896675,Z77932004,DTDC,,,,,
1896702,Z77931913,DTDC,,,,,
1896731,Z77929475,DTDC,,,,,
1896794,Z77932032,DTDC,,,,,
1896877,Z77929476,DTDC,,,,,
1896890,Z77929477,DTDC,,,,,
1897170,Z77929478,DTDC,,,,,
1897219,Z77931934,DTDC,,,,,
1897232,Z77929479,DTDC,,,,,
1897337,Z77931908,DTDC,,,,,
1897338,Z77931951,DTDC,,,,,
1897345,Z77929480,DTDC,,,,,
1897382,Z77932011,DTDC,,,,,
1897417,Z77931991,DTDC,,,,,
1897460,Z77931900,DTDC,,,,,
1897591,Z77932034,DTDC,,,,,
1897650,Z77929481,DTDC,,,,,
1897662,Z77929788,DTDC,,,,,
1897765,Z77929482,DTDC,,,,,
1897873,Z77929483,DTDC,,,,,
1897876,Z77932012,DTDC,,,,,
1897905,Z77931961,DTDC,,,,,
1897945,Z77931992,DTDC,,,,,
1897949,Z77929484,DTDC,,,,,
1897996,Z77929485,DTDC,,,,,
1898074,Z77929486,DTDC,,,,,
1898448,Z77929487,DTDC,,,,,
1898583,Z77929488,DTDC,,,,,
1898586,Z77932022,DTDC,,,,,
1898698,Z77929489,DTDC,,,,,
1898730,Z77929490,DTDC,,,,,
1898736,Z77932037,DTDC,,,,,
1898775,Z77932033,DTDC,,,,,
1898916,Z77932007,DTDC,,,,,
1898944,Z77931973,DTDC,,,,,
1898975,Z77929491,DTDC,,,,,
1898992,Z77929492,DTDC,,,,,
1899027,Z77932016,DTDC,,,,,
1899077,Z77929493,DTDC,,,,,
1899148,Z77931987,DTDC,,,,,
1899186,Z77931952,DTDC,,,,,
1899199,Z77932015,DTDC,,,,,
1899213,Z77931971,DTDC,,,,,
1899263,Z77932050,DTDC,,,,,
1899316,Z77931932,DTDC,,,,,
1899319,Z77929494,DTDC,,,,,
1899389,Z77931904,DTDC,,,,,
1899415,Z77931911,DTDC,,,,,
1899416,Z77929495,DTDC,,,,,
1899419,Z77931899,DTDC,,,,,
1899497,Z77929496,DTDC,,,,,
1899500,Z77931902,DTDC,,,,,
1899546,Z77929497,DTDC,,,,,
1899563,Z77929498,DTDC,,,,,
1899635,Z77929499,DTDC,,,,,
1899636,Z77929500,DTDC,,,,,
1899652,Z77929501,DTDC,,,,,
1899676,1899676,DTDC,,,,,
1899686,Z77931909,DTDC,,,,,
1899872,Z77931990,DTDC,,,,,
1899921,Z77931931,DTDC,,,,,
1899931,Z77931954,DTDC,,,,,
1899944,Z77931894,DTDC,,,,,
1899969,Z77929502,DTDC,,,,,
1900048,Z77932018,DTDC,,,,,
1900054,Z77931918,DTDC,,,,,
1900137,Z77929503,DTDC,,,,,
1900254,Z77929504,DTDC,,,,,
1900289,Z77929505,DTDC,,,,,
1900362,Z77931968,DTDC,,,,,
1900373,Z77929506,DTDC,,,,,
1900444,Z77929507,DTDC,,,,,
1900471,Z77929508,DTDC,,,,,
1900473,Z77932025,DTDC,,,,,
1900525,Z77931999,DTDC,,,,,
1900535,Z77929509,DTDC,,,,,
1900592,Z77929510,DTDC,,,,,
1900651,Z77929511,DTDC,,,,,
1900713,Z77929512,DTDC,,,,,
1900773,Z77929513,DTDC,,,,,
1900782,Z77931965,DTDC,,,,,
1900806,Z77932002,DTDC,,,,,
1900824,Z77929514,DTDC,,,,,
1900873,Z77931921,DTDC,,,,,
1900969,1900969,DTDC,,,,,
1900985,Z77932048,DTDC,,,,,
1900994,Z77929515,DTDC,,,,,
1901014,Z77931936,DTDC,,,,,
1901048,Z77929516,DTDC,,,,,
1901083,Z77929517,DTDC,,,,,
1901134,Z77929518,DTDC,,,,,
1901145,Z77931930,DTDC,,,,,
1901151,Z77929519,DTDC,,,,,
1901171,Z77929520,DTDC,,,,,
1901306,Z77929521,DTDC,,,,,
1901309,Z77929522,DTDC,,,,,
1901393,Z77929523,DTDC,,,,,
1901401,Z77931978,DTDC,,,,,
1901411,1901411,DTDC,,,,,
1901549,Z77931988,DTDC,,,,,
1901604,Z77931972,DTDC,,,,,
1901661,Z77932000,DTDC,,,,,
1901805,Z77931901,DTDC,,,,,
1901832,Z77929524,DTDC,,,,,
1901950,Z77929525,DTDC,,,,,
1901963,Z77929526,DTDC,,,,,
1902044,Z77931927,DTDC,,,,,
1902048,Z77932001,DTDC,,,,,
1902155,Z77931903,DTDC,,,,,
1902160,Z77931986,DTDC,,,,,
1902198,Z77931912,DTDC,,,,,
1902343,Z77931922,DTDC,,,,,
1902418,Z77929527,DTDC,,,,,
1902470,Z77932043,DTDC,,,,,
1902480,Z77929528,DTDC,,,,,
1902524,Z77929529,DTDC,,,,,
1902583,Z77931953,DTDC,,,,,
1902587,Z77929530,DTDC,,,,,
1902635,Z77929531,DTDC,,,,,
1902784,Z77929532,DTDC,,,,,
1902834,Z77929533,DTDC,,,,,
1902879,Z77929534,DTDC,,,,,
1903181,Z77932042,DTDC,,,,,
1903250,Z77929535,DTDC,,,,,
1903287,Z77931955,DTDC,,,,,
1903390,Z77929536,DTDC,,,,,
1903511,Z77929537,DTDC,,,,,
1903550,Z77929538,DTDC,,,,,
1903815,Z77929539,DTDC,,,,,
1903823,Z77931914,DTDC,,,,,
1903869,Z77932040,DTDC,,,,,
1903903,Z77929540,DTDC,,,,,
1903922,Z77929541,DTDC,,,,,
1904335,Z77932029,DTDC,,,,,
1904364,Z77931910,DTDC,,,,,
1904366,Z77931964,DTDC,,,,,
1904538,Z77931935,DTDC,,,,,
1904744,Z77931967,DTDC,,,,,
1904818,Z77932013,DTDC,,,,,
1904857,Z77929542,DTDC,,,,,
1904929,Z77929543,DTDC,,,,,
1905410,Z77929544,DTDC,,,,,
1905470,Z77929545,DTDC,,,,,
1905493,Z77929546,DTDC,,,,,
1905506,Z77929547,DTDC,,,,,
1905567,Z77932017,DTDC,,,,,
1905756,Z77932031,DTDC,,,,,
1905775,Z77931985,DTDC,,,,,
1905820,Z77929548,DTDC,,,,,
1906114,Z77932036,DTDC,,,,,
1906430,Z77929549,DTDC,,,,,
1906456,Z77931937,DTDC,,,,,
1906486,I00488100,DTDC,,,,,
1906495,Z77929550,DTDC,,,,,
1906502,Z77931983,DTDC,,,,,
1906560,Z77929551,DTDC,,,,,
1906571,Z77931940,DTDC,,,,,
1906634,Z77929552,DTDC,,,,,
1906749,Z77929553,DTDC,,,,,
1906793,Z77929554,DTDC,,,,,
1906918,Z77932008,DTDC,,,,,
1907170,Z77929555,DTDC,,,,,
1907402,Z77931956,DTDC,,,,,
1907447,Z77929556,DTDC,,,,,
1907520,Z77932039,DTDC,,,,,
1907584,Z77929557,DTDC,,,,,
1907595,Z77932010,DTDC,,,,,
1907700,Z77929558,DTDC,,,,,
1908013,Z77929559,DTDC,,,,,
1908143,Z77929560,DTDC,,,,,
1908198,Z77929725,DTDC,,,,,
1908458,Z77929561,DTDC,,,,,
1908513,Z77932046,DTDC,,,,,
1908572,Z77929562,DTDC,,,,,
1908650,Z77929563,DTDC,,,,,
1908735,Z77931993,DTDC,,,,,
1908861,Z77929564,DTDC,,,,,
1908876,Z77931982,DTDC,,,,,
1909025,Z77932038,DTDC,,,,,
1909053,Z77931923,DTDC,,,,,
1909072,Z77931925,DTDC,,,,,
1909173,Z77936045,DTDC,,,,,
1909295,Z77929565,DTDC,,,,,
1909413,Z77929566,DTDC,,,,,
1909430,Z77932051,DTDC,,,,,
1909440,Z77929567,DTDC,,,,,
1909586,Z77931905,DTDC,,,,,
1909616,Z77929568,DTDC,,,,,
1909632,Z77929569,DTDC,,,,,
1909633,Z77929570,DTDC,,,,,
1909634,Z77929571,DTDC,,,,,
1909864,Z77931979,DTDC,,,,,
1909961,Z77932030,DTDC,,,,,
1909988,Z77929572,DTDC,,,,,
1910034,Z77929573,DTDC,,,,,
1910046,Z77931896,DTDC,,,,,
1910050,Z77931963,DTDC,,,,,
1910113,Z77931984,DTDC,,,,,
1910133,Z77931938,DTDC,,,,,
1910139,Z77929574,DTDC,,,,,
1910161,Z77931945,DTDC,,,,,
1910175,Z77929786,DTDC,,,,,
1910243,Z77929726,DTDC,,,,,
1910245,Z77929575,DTDC,,,,,
1910286,Z77929576,DTDC,,,,,
1910308,Z77929577,DTDC,,,,,
1910313,Z77929578,DTDC,,,,,
1910316,Z77931898,DTDC,,,,,
1910423,Z77929579,DTDC,,,,,
1910446,Z77929580,DTDC,,,,,
1910497,Z77929581,DTDC,,,,,
1910554,Z77931919,DTDC,,,,,
1910583,Z77929582,DTDC,,,,,
1910610,X01238496,DTDC,,,,,
1910644,Z77929583,DTDC,,,,,
1910719,Z77929584,DTDC,,,,,
1910845,Z77931933,DTDC,,,,,
1910862,Z77932052,DTDC,,,,,
1910915,Z77931947,DTDC,,,,,
1911073,Z77929585,DTDC,,,,,
1911088,Z77929586,DTDC,,,,,
1911143,Z77932045,DTDC,,,,,
1911148,Z77931966,DTDC,,,,,
1911282,Z77929587,DTDC,,,,,
1911289,Z77929588,DTDC,,,,,
1911314,Z77929589,DTDC,,,,,
1911315,Z77929590,DTDC,,,,,
1911346,Z77931959,DTDC,,,,,
1911443,Z77931907,DTDC,,,,,
1911521,Z77929591,DTDC,,,,,
1911576,Z77931895,DTDC,,,,,
1911759,Z77929592,DTDC,,,,,
1911790,Z77931969,DTDC,,,,,
1911799,Z77929593,DTDC,,,,,
1911811,Z77929594,DTDC,,,,,
1911853,Z77929595,DTDC,,,,,
1911867,Z77929596,DTDC,,,,,
1911969,Z77929597,DTDC,,,,,
1911975,Z77929598,DTDC,,,,,
1912024,Z77929599,DTDC,,,,,
1912115,Z77929600,DTDC,,,,,
1912137,Z77929601,DTDC,,,,,
1912162,Z77932041,DTDC,,,,,
1912167,Z77929602,DTDC,,,,,
1912180,Z77929603,DTDC,,,,,
1912199,Z77929604,DTDC,,,,,
1912217,Z77929797,DTDC,,,,,
1912230,Z77929605,DTDC,,,,,
1912270,Z77929606,DTDC,,,,,
1912424,Z77932020,DTDC,,,,,
1912433,Z77929607,DTDC,,,,,
1912470,Z77929608,DTDC,,,,,
1912620,Z77929610,DTDC,,,,,
1912624,Z77929611,DTDC,,,,,
1912714,Z77929612,DTDC,,,,,
1912773,Z77931928,DTDC,,,,,
1912777,Z77929613,DTDC,,,,,
1912828,Z77929614,DTDC,,,,,
1912840,Z77929615,DTDC,,,,,
1912882,Z77929616,DTDC,,,,,
1912896,Z77929617,DTDC,,,,,
1912960,Z77929618,DTDC,,,,,
1913007,Z77929798,DTDC,,,,,
1913030,Z77931977,DTDC,,,,,
1913073,Z77929619,DTDC,,,,,
1913180,Z77929620,DTDC,,,,,
1913211,Z77931916,DTDC,,,,,
1913228,Z77929727,DTDC,,,,,
1913307,Z77929621,DTDC,,,,,
1913311,Z77932035,DTDC,,,,,
1913446,Z77931957,DTDC,,,,,
1913490,Z77929799,DTDC,,,,,
1913520,Z77929622,DTDC,,,,,
1913551,Z77929623,DTDC,,,,,
1913605,Z77932005,DTDC,,,,,
1913623,Z77929800,DTDC,,,,,
1913630,Z77929624,DTDC,,,,,
1913653,Z77929625,DTDC,,,,,
1913691,Z77929626,DTDC,,,,,
1913703,Z77929627,DTDC,,,,,
1913795,Z77929628,DTDC,,,,,
1913806,Z77929629,DTDC,,,,,
1913841,Z77931996,DTDC,,,,,
1913894,Z77929630,DTDC,,,,,
1913903,Z77929631,DTDC,,,,,
1913938,Z77929632,DTDC,,,,,
1913939,Z77931994,DTDC,,,,,
1914077,Z77929633,DTDC,,,,,
1914098,Z77931906,DTDC,,,,,
1914116,Z77929634,DTDC,,,,,
1914164,Z77929635,DTDC,,,,,
1914256,Z77929636,DTDC,,,,,
1914270,Z77932023,DTDC,,,,,
1914288,Z77929637,DTDC,,,,,
1914313,Z77932019,DTDC,,,,,
1914332,Z77932014,DTDC,,,,,
1914358,Z77931943,DTDC,,,,,
1914426,Z77929638,DTDC,,,,,
1914556,Z77929639,DTDC,,,,,
1914603,Z77931958,DTDC,,,,,
1914629,Z77929640,DTDC,,,,,
1914630,Z77929641,DTDC,,,,,
1914647,Z77929642,DTDC,,,,,
1914655,Z77931998,DTDC,,,,,
1914671,Z77929643,DTDC,,,,,
1914685,Z77929644,DTDC,,,,,
1914710,Z77932021,DTDC,,,,,
1914735,Z77931915,DTDC,,,,,
1914755,Z77932047,DTDC,,,,,
1914875,Z77929728,DTDC,,,,,
1914882,Z77932003,DTDC,,,,,
1914883,Z77929645,DTDC,,,,,
1914918,Z77929646,DTDC,,,,,
1914950,Z77929647,DTDC,,,,,
1915005,Z77931924,DTDC,,,,,
1915012,Z77929648,DTDC,,,,,
1915028,Z77929649,DTDC,,,,,
1915053,Z77929650,DTDC,,,,,
1915110,Z77929651,DTDC,,,,,
1915222,Z77929652,DTDC,,,,,
1915229,Z77929653,DTDC,,,,,
1915234,Z77929654,DTDC,,,,,
1915308,Z77931989,DTDC,,,,,
1915361,Z77929655,DTDC,,,,,
1915365,Z77931974,DTDC,,,,,
1915450,Z77932024,DTDC,,,,,
1915471,Z77929656,DTDC,,,,,
1915518,Z77929657,DTDC,,,,,
1915523,Z77929658,DTDC,,,,,
1915559,Z77929659,DTDC,,,,,
1915576,Z77929660,DTDC,,,,,
1915585,Z77929661,DTDC,,,,,
1915617,Z77929662,DTDC,,,,,
1915634,Z77931920,DTDC,,,,,
1915640,Z77931929,DTDC,,,,,
1915645,Z77929663,DTDC,,,,,
1915659,Z77929664,DTDC,,,,,
1915712,Z77929665,DTDC,,,,,
1915725,Z77929666,DTDC,,,,,
1915751,Z77929667,DTDC,,,,,
1915797,Z77929668,DTDC,,,,,
1915850,Z77929669,DTDC,,,,,
1915965,Z77929670,DTDC,,,,,
1915987,Z77931980,DTDC,,,,,
1915991,Z77929671,DTDC,,,,,
1916001,Z77929672,DTDC,,,,,
1916043,Z77929673,DTDC,,,,,
1916064,Z77931962,DTDC,,,,,
1916096,Z77929674,DTDC,,,,,
1916100,Z77929675,DTDC,,,,,
1916120,Z77931926,DTDC,,,,,
1916135,Z77929676,DTDC,,,,,
1916139,Z77929677,DTDC,,,,,
1916160,Z77929678,DTDC,,,,,
1916166,Z77929679,DTDC,,,,,
1916215,K59084970,DTDC,,,,,
1916325,Z77929680,DTDC,,,,,
1916388,Z77931950,DTDC,,,,,
1916441,Z77932049,DTDC,,,,,
1916468,Z77929681,DTDC,,,,,
1916472,Z77932028,DTDC,,,,,
1916475,Z77931917,DTDC,,,,,
1916538,Z77929682,DTDC,,,,,
1916622,Z77929683,DTDC,,,,,
1916627,K59084971,DTDC,,,,,
1916632,Z77929684,DTDC,,,,,
1916687,Z77932009,DTDC,,,,,
1916694,Z77929685,DTDC,,,,,
1916729,Z77929686,DTDC,,,,,
1916767,Z77929687,DTDC,,,,,
1916858,Z77929688,DTDC,,,,,
1916932,Z77929689,DTDC,,,,,
1916945,Z77931970,DTDC,,,,,
1916954,Z77929690,DTDC,,,,,
1917079,Z77931981,DTDC,,,,,
1917098,Z77929691,DTDC,,,,,
1917236,Z77929692,DTDC,,,,,
1917260,Z77931941,DTDC,,,,,
1917439,Z77929693,DTDC,,,,,
1917453,Z77929694,DTDC,,,,,
1917511,Z77929695,DTDC,,,,,
1917516,Z77929696,DTDC,,,,,
1917569,Z77929697,DTDC,,,,,
1917894,Z77931939,DTDC,,,,,
1917896,Z77929698,DTDC,,,,,
1917913,Z77929699,DTDC,,,,,
1918038,Z77929700,DTDC,,,,,
1918045,Z77929701,DTDC,,,,,
1918104,Z77929702,DTDC,,,,,
1918106,Z77931960,DTDC,,,,,
1918211,Z77929703,DTDC,,,,,
1918218,Z77929704,DTDC,,,,,
1918219,Z77929705,DTDC,,,,,
1918227,Z77931976,DTDC,,,,,
1918306,Z77929706,DTDC,,,,,
1918367,Z77929707,DTDC,,,,,
1918369,Z77929729,DTDC,,,,,
1918390,Z77929708,DTDC,,,,,
1918399,Z77929709,DTDC,,,,,
1918431,Z77931995,DTDC,,,,,
1918462,Z77931975,DTDC,,,,,
1918469,Z77931949,DTDC,,,,,
1918493,Z77932006,DTDC,,,,,
1918557,Z77929710,DTDC,,,,,
1918887,Z77929765,DTDC,,,,,
1918954,Z77929749,DTDC,,,,,
1919020,Z77929750,DTDC,,,,,
1919042,Z77929730,DTDC,,,,,
1919083,Z77929751,DTDC,,,,,
1919090,Z77929776,DTDC,,,,,
1919104,Z77929731,DTDC,,,,,
1919134,Z77929732,DTDC,,,,,
1919149,Z77929772,DTDC,,,,,
1919169,Z77929733,DTDC,,,,,
1919223,Z77929771,DTDC,,,,,
1919231,Z77929752,DTDC,,,,,
1919248,A24824465,DTDC,,,,,
1919320,Z77929753,DTDC,,,,,
1919322,Z77929777,DTDC,,,,,
1919377,Z77929717,DTDC,,,,,
1919389,Z77929723,DTDC,,,,,
1919416,Z77929778,DTDC,,,,,
1919419,Z77929734,DTDC,,,,,
1919438,Z77929754,DTDC,,,,,
1919469,Z77929773,DTDC,,,,,
1919496,Z77929718,DTDC,,,,,
1919505,Z77929779,DTDC,,,,,
1919537,Z77929735,DTDC,,,,,
1919621,Z77929736,DTDC,,,,,
1919676,Z77929780,DTDC,,,,,
1919723,Z77929737,DTDC,,,,,
1919770,Z77929768,DTDC,,,,,
1919777,Z77929755,DTDC,,,,,
1919780,Z77929738,DTDC,,,,,
1919782,Z77929785,DTDC,,,,,
1919794,Z77929747,DTDC,,,,,
1919803,Z77929756,DTDC,,,,,
1919810,Z77929719,DTDC,,,,,
1919819,Z77929757,DTDC,,,,,
1919824,Z77929758,DTDC,,,,,
1919853,Z77929759,DTDC,,,,,
1919854,Z77929760,DTDC,,,,,
1919861,Z77929769,DTDC,,,,,
1919918,Z77929739,DTDC,,,,,
1920015,Z77929740,DTDC,,,,,
1920024,Z77929781,DTDC,,,,,
1920054,Z77929741,DTDC,,,,,
1920159,Z77929742,DTDC,,,,,
1920170,Z77929782,DTDC,,,,,
1920243,Z77929761,DTDC,,,,,
1920261,Z77929720,DTDC,,,,,
1920263,Z77929743,DTDC,,,,,
1920264,Z77929766,DTDC,,,,,
1920378,Z77929744,DTDC,,,,,
1920440,Z77929762,DTDC,,,,,
1920448,Z77929721,DTDC,,,,,
1920455,Z77929767,DTDC,,,,,
1920463,Z77929745,DTDC,,,,,
1920560,Z77929802,DTDC,,,,,
1920563,Z77929770,DTDC,,,,,
1920607,K59084972,DTDC,,,,,
1920656,Z77929748,DTDC,,,,,
1920708,Z77929746,DTDC,,,,,
1920762,Z77929801,DTDC,,,,,
1920787,Z77929783,DTDC,,,,,
1920845,Z77929763,DTDC,,,,,
1920899,K59084973,DTDC,,,,,
1920900,Z77929764,DTDC,,,,,
1920930,Z77929784,DTDC,,,,,
1932788,K59084974,DTDC,,,,,
1932955,13694529575,DTDC,,,,,
1933307,X01238497,DTDC,,,,,
1933443,X01238497,DTDC,,,,,
1935725,Z78354566,DTDC,,,,,
1838722,z78766873,DTDC,,,,,
1840831,z78818020,DTDC,,,,,
1872491,Z77929112,DTDC,,,,,
1872851,Z77930052,DTDC,,,,,
1872958,Z77930053,DTDC,,,,,
1873517,X01594517,DTDC,,,,,
1873945,Z77930054,DTDC,,,,,
1875397,Z77930055,DTDC,,,,,
1884418,Z77930056,DTDC,,,,,
1884818,Z77930057,DTDC,,,,,
1886393,X01594515,DTDC,,,,,
1889172,D11115077,DTDC,,,,,
1889605,Z77930040,DTDC,,,,,
1890055,X01594507,DTDC,,,,,
1890172,Z77929774,DTDC,,,,,
1890871,Z77930058,DTDC,,,,,
1892563,Z77930044,DTDC,,,,,
1895519,X01594511,DTDC,,,,,
1895901,Z77930042,DTDC,,,,,
1910735,X01594518,DTDC,,,,,
1912546,Z77929609,DTDC,,,,,
1912900,Z77930045,DTDC,,,,,
1918750,Z77930046,DTDC,,,,,
1919219,X01594513,DTDC,,,,,
1920149,X01594505,DTDC,,,,,
1920330,X01594516,DTDC,,,,,
1920480,D11115076,DTDC,,,,,
1920610,X01594508,DTDC,,,,,
1920694,Z77930043,DTDC,,,,,
1920872,X01594504,DTDC,,,,,
1920934,X01594523,DTDC,,,,,
1920943,X01594522,DTDC,,,,,
1920951,X01594506,DTDC,,,,,
1921069,Z77930062,DTDC,,,,,
1921166,Z77930066,DTDC,,,,,
1921251,X01594520,DTDC,,,,,
1921577,Z77930068,DTDC,,,,,
1921707,Z77930063,DTDC,,,,,
1921977,Z77930069,DTDC,,,,,
1923245,Z77930060,DTDC,,,,,
1926462,Z77930070,DTDC,,,,,
1927129,Z77930071,DTDC,,,,,
1927604,X01594519,DTDC,,,,,
1928431,Z77930072,DTDC,,,,,
1929247,Z77930073,DTDC,,,,,
1929248,C43770806,DTDC,,,,,
1929708,Z77930074,DTDC,,,,,
1931093,Z77930075,DTDC,,,,,
1931101,Z77930076,DTDC,,,,,
1931413,Z77930077,DTDC,,,,,
1932692,Z77930047,DTDC,,,,,
1933616,X01594510,DTDC,,,,,
1934478,X01594509,DTDC,,,,,
1934488,Z77930067,DTDC,,,,,
1934489,Z77930059,DTDC,,,,,
1934502,Z77930048,DTDC,,,,,
1934634,Z77930064,DTDC,,,,,
1934679,X01594521,DTDC,,,,,
1934853,Z77932055,DTDC,,,,,
1934855,Z77932056,DTDC,,,,,
1934862,Z77932053,DTDC,,,,,
1934920,Z77930061,DTDC,,,,,
1934940,Z77932059,DTDC,,,,,
1934943,Z77930049,DTDC,,,,,
1934977,Z77930050,DTDC,,,,,
1934981,Z77930041,DTDC,,,,,
1935312,Z77930051,DTDC,,,,,
1935364,Z77930065,DTDC,,,,,
1935712,c44155171,DTDC,,,,,
1936991,P21200674,DTDC,,,,,
1936996,P21200673,DTDC,,,,,
1937766,A24568763,DTDC,,,,,
1886352,Z77930105,DTDC,,,,,
1889858,Z77930097,DTDC,,,,,
1890486,Z77930107,DTDC,,,,,
1890503,Z77930108,DTDC,,,,,
1891328,Z77930109,DTDC,,,,,
1892107,Z77930110,DTDC,,,,,
1897281,Z77930078,DTDC,,,,,
1907088,Z77930079,DTDC,,,,,
1907100,Z77930080,DTDC,,,,,
1913146,Z77930086,DTDC,,,,,
1916262,Z77930081,DTDC,,,,,
1920019,z78817860,DTDC,,,,,
1921000,Z77930094,DTDC,,,,,
1921133,Z77930102,DTDC,,,,,
1921168,Z77930082,DTDC,,,,,
1921208,Z77930095,DTDC,,,,,
1921373,Z77929810,DTDC,,,,,
1921388,Z77932117,DTDC,,,,,
1921581,Z77932163,DTDC,,,,,
1921599,Z77932118,DTDC,,,,,
1921640,Z77929811,DTDC,,,,,
1921711,Z77932167,DTDC,,,,,
1921714,Z77929812,DTDC,,,,,
1921753,Z77929813,DTDC,,,,,
1921832,Z77929814,DTDC,,,,,
1921935,Z77929815,DTDC,,,,,
1921940,Z77932165,DTDC,,,,,
1921941,Z77932171,DTDC,,,,,
1922076,Z77929816,DTDC,,,,,
1922147,Z77932112,DTDC,,,,,
1922154,Z77929817,DTDC,,,,,
1922187,Z77929818,DTDC,,,,,
1922245,Z77932166,DTDC,,,,,
1922318,Z77932114,DTDC,,,,,
1922327,Z77929819,DTDC,,,,,
1922338,Z77932159,DTDC,,,,,
1922363,Z77929820,DTDC,,,,,
