Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1918104,Z77929702,DTDC,,,AGARTALA,Sat, Dec 08, 2012 1:25 PM,DELIVERED
1918106,Z77931960,DTDC,,,JAIPUR,Fri, Nov 30, 2012 3:25 PM,DELIVERED
1918211,Z77929703,DTDC,,,JAIPUR,Mon, Dec 10, 2012 0:18 AM,DELIVERED
1918218,Z77929704,DTDC,,,AGARTALA,,IN TRANSIT
1918219,Z77929705,DTDC,,,VARANASI,Fri, Dec 07, 2012 1:23 PM,DELIVERED
1918227,Z77931976,DTDC,,,CHENNAI,Thu, Dec 06, 2012 3:35 PM,DELIVERED
1918306,Z77929706,DTDC,,,AGARTALA,Sat, Dec 08, 2012 1:25 PM,DELIVERED
1918367,Z77929707,DTDC,,,CHITTOOR,Mon, Dec 10, 2012 11:40 AM,DELIVERED
1918369,Z77929729,DTDC,,,MUMBAI,Mon, Dec 03, 2012 11:15 AM,DELIVERED
1918390,Z77929708,DTDC,,,TRICHY,,IN TRANSIT
1918399,Z77929709,DTDC,,,JAMURIA,Fri, Dec 07, 2012 4:25 PM,DELIVERED
1918431,Z77931995,DTDC,,,CHENNAI,,IN TRANSIT
1918462,Z77931975,DTDC,,,THANE,Sat, Dec 08, 2012 0:25 PM,DELIVERED
1918469,Z77931949,DTDC,,,JALANDHAR,Sat, Dec 01, 2012 0:30 PM,DELIVERED
1918493,Z77932006,DTDC,,,PONDICHERRY,Fri, Dec 07, 2012 1:30 PM,DELIVERED
1918557,Z77929710,DTDC,,,RANCHI,Tue, Dec 04, 2012 2:20 AM,DELIVERED
1918887,Z77929765,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1918954,Z77929749,DTDC,,,BERHAMPUR -OR,Fri, Dec 07, 2012 11:35 AM,DELIVERED
1919020,Z77929750,DTDC,,,GWALIOR,Fri, Nov 30, 2012 6:00 PM,DELIVERED
1919042,Z77929730,DTDC,,,CHENNAI,Tue, Dec 04, 2012 4:00 PM,DELIVERED
1919083,Z77929751,DTDC,,,MUMBAI,,ATTEMPTED
1919090,Z77929776,DTDC,,,PATNA,,IN TRANSIT
1919104,Z77929731,DTDC,,,AHMEDABAD,Sat, Dec 01, 2012 0:22 PM,DELIVERED
1919134,Z77929732,DTDC,,,INDORE,,IN TRANSIT
1919149,Z77929772,DTDC,,,SIKAR,Tue, Dec 04, 2012 11:00 AM,DELIVERED
1919169,Z77929733,DTDC,,,HYDERABAD,Mon, Dec 03, 2012 2:12 PM,DELIVERED
1919223,Z77929771,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 2:40 PM,DELIVERED
1919231,Z77929752,DTDC,,,ERODE,Fri, Dec 07, 2012 10:30 AM,DELIVERED
1919248,A24824465,DTDC,,,CHITTOOR,Sat, Dec 01, 2012 11:22 AM,DELIVERED
1919320,Z77929753,DTDC,,,CHENNAI,Fri, Dec 07, 2012 2:00 PM,DELIVERED
1919322,Z77929777,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1919377,Z77929717,DTDC,,,KOLKATA,Thu, Dec 06, 2012 0:43 PM,DELIVERED
1919389,Z77929723,DTDC,,,KANPUR,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1919416,Z77929778,DTDC,,,ERODE,,OUT FOR DELIVERY
1919419,Z77929734,DTDC,,,KOLKATA,Mon, Dec 03, 2012 4:08 PM,DELIVERED
1919438,Z77929754,DTDC,,,ELURU,Fri, Dec 07, 2012 11:11 AM,DELIVERED
1919469,Z77929773,DTDC,,,CHENNAI,Fri, Dec 07, 2012 1:05 PM,DELIVERED
1919496,Z77929718,DTDC,,,BANGALORE,Mon, Dec 10, 2012 0:00 PM,DELIVERED
1919505,Z77929779,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1919537,Z77929735,DTDC,,,MUMBAI,Mon, Dec 03, 2012 0:30 PM,DELIVERED
1919621,Z77929736,DTDC,,,DELHI,,OUT FOR DELIVERY
1919676,Z77929780,DTDC,,,DELHI,Fri, Nov 30, 2012 0:00 PM,DELIVERED
1919723,Z77929737,DTDC,,,DELHI,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1919770,Z77929768,DTDC,,,BANGALORE,Fri, Dec 07, 2012 1:10 PM,DELIVERED
1919777,Z77929755,DTDC,,,CHENNAI,Sat, Dec 08, 2012 0:15 PM,DELIVERED
1919780,Z77929738,DTDC,,,,,
1919782,Z77929785,DTDC,,,CHENNAI,Sat, Dec 08, 2012 3:28 PM,DELIVERED
1919794,Z77929747,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 4:15 PM,DELIVERED
1919803,Z77929756,DTDC,,,CHENNAI,,OUT FOR DELIVERY
1919810,Z77929719,DTDC,,,DELHI,Fri, Nov 30, 2012 0:14 PM,DELIVERED
1919819,Z77929757,DTDC,,,DELHI,Fri, Nov 30, 2012 0:12 PM,DELIVERED
1919824,Z77929758,DTDC,,,PUNE,Fri, Dec 07, 2012 0:10 PM,DELIVERED
1919853,Z77929759,DTDC,,,GUWAHATI,Sat, Dec 08, 2012 0:50 PM,DELIVERED
1919854,Z77929760,DTDC,,,NOIDA,Fri, Nov 30, 2012 0:35 PM,DELIVERED
1919861,Z77929769,DTDC,,,SILCHAR,Mon, Dec 10, 2012 2:55 PM,DELIVERED
1919918,Z77929739,DTDC,,,DELHI,Fri, Nov 30, 2012 0:12 PM,DELIVERED
1920015,Z77929740,DTDC,,,NOIDA,Sat, Dec 01, 2012 1:56 AM,DELIVERED
1920024,Z77929781,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:10 PM,DELIVERED
1920054,Z77929741,DTDC,,,BURDWAN,Mon, Dec 10, 2012 1:20 AM,DELIVERED
1920159,Z77929742,DTDC,,,NAVI MUMBAI,Mon, Dec 03, 2012 10:00 AM,DELIVERED
1920170,Z77929782,DTDC,,,GURGAON,Fri, Nov 30, 2012 11:20 AM,DELIVERED
1920243,Z77929761,DTDC,,,CALICUT,Mon, Dec 10, 2012 2:45 PM,DELIVERED
1920261,Z77929720,DTDC,,,DELHI,Mon, Dec 03, 2012 10:45 AM,DELIVERED
1920263,Z77929743,DTDC,,,CHENNAI,Fri, Dec 07, 2012 2:15 PM,DELIVERED
1920264,Z77929766,DTDC,,,JALGAON,Thu, Dec 06, 2012 1:30 PM,DELIVERED
1920378,Z77929744,DTDC,,,CHENNAI,Mon, Dec 03, 2012 4:30 PM,DELIVERED
1920440,Z77929762,DTDC,,,PANVEL,Thu, Dec 06, 2012 1:35 PM,DELIVERED
1920448,Z77929721,DTDC,,,BILASPUR  ( H.P.),Tue, Dec 04, 2012 4:45 PM,DELIVERED
1920455,Z77929767,DTDC,,,PUNE,Thu, Dec 06, 2012 4:32 PM,DELIVERED
1920463,Z77929745,DTDC,,,CUTTACK,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1920560,Z77929802,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 4:05 PM,DELIVERED
1920563,Z77929770,DTDC,,,COIMBATORE,Fri, Dec 07, 2012 0:46 PM,DELIVERED
1920607,K59084972,DTDC,,,JAJPUR,Sat, Dec 01, 2012 10:00 AM,DELIVERED
1920656,Z77929748,DTDC,,,BARODA,Thu, Dec 06, 2012 0:31 PM,DELIVERED
1920708,Z77929746,DTDC,,,CUTTACK,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1920762,Z77929801,DTDC,,,DELHI,,IN TRANSIT
1920787,Z77929783,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1920845,Z77929763,DTDC,,,COCHIN,,IN TRANSIT
1920899,K59084973,DTDC,,,VARANASI,Mon, Dec 03, 2012 1:23 PM,DELIVERED
1920900,Z77929764,DTDC,,,BANGALORE,,OUT FOR DELIVERY
1920930,Z77929784,DTDC,,,BHOPAL,Sat, Dec 01, 2012 3:35 PM,DELIVERED
1932788,K59084974,DTDC,,,BANGALORE,Sat, Dec 01, 2012 2:50 PM,DELIVERED
1932955,13694529575,DTDC,,,,,
1933307,X01238497,DTDC,,,KAZHAKKUTTAM,Tue, Dec 04, 2012 2:00 PM,DELIVERED
1933443,X01238497,DTDC,,,KAZHAKKUTTAM,Tue, Dec 04, 2012 2:00 PM,DELIVERED
1935725,Z78354566,DTDC,,,TADPATRI,Wed, Dec 05, 2012 2:00 PM,DELIVERED
1838722,z78766873,DTDC,,,HYDERABAD,Tue, Dec 04, 2012 3:15 PM,DELIVERED
1840831,z78818020,DTDC,,,KURUKSHETRA,Mon, Dec 03, 2012 1:31 AM,DELIVERED
1872491,Z77929112,DTDC,,,BAKRESWAR,Fri, Dec 07, 2012 0:10 PM,DELIVERED
1872851,Z77930052,DTDC,,,ALIGARH,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1872958,Z77930053,DTDC,,,DAVANGERE,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1873517,X01594517,DTDC,,,JAIPUR,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1873945,Z77930054,DTDC,,,MEERUT,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1875397,Z77930055,DTDC,,,KOLKATA,,IN TRANSIT
1884418,Z77930056,DTDC,,,BANKURA,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1884818,Z77930057,DTDC,,,SAMBALPUR,,IN TRANSIT
1886393,X01594515,DTDC,,,CHENNAI,Tue, Dec 04, 2012 2:35 PM,DELIVERED
1889172,D11115077,DTDC,,,CHINDWARA,Wed, Dec 05, 2012 6:20 PM,DELIVERED
1889605,Z77930040,DTDC,,,CHIPLUN,,IN TRANSIT
1890055,X01594507,DTDC,,,BAHADURGARH,Wed, Dec 05, 2012 4:05 PM,DELIVERED
1890172,Z77929774,DTDC,,,BELLARY,Tue, Dec 04, 2012 0:06 PM,DELIVERED
1890871,Z77930058,DTDC,,,PUNE,Mon, Dec 10, 2012 3:40 PM,DELIVERED
1892563,Z77930044,DTDC,,,MANALI -TN,Sat, Dec 08, 2012 2:50 PM,DELIVERED
1895519,X01594511,DTDC,,,KALIAGUNJ,Thu, Dec 06, 2012 6:58 PM,DELIVERED
1895901,Z77930042,DTDC,,,TRICHUR,Wed, Dec 05, 2012 9:30 PM,DELIVERED
1910735,X01594518,DTDC,,,DELHI,Tue, Dec 04, 2012 3:20 PM,DELIVERED
1912546,Z77929609,DTDC,,,KOTA,Mon, Dec 03, 2012 2:13 PM,DELIVERED
1912900,Z77930045,DTDC,,,JAMSHEDPUR,Fri, Dec 07, 2012 4:00 PM,DELIVERED
1918750,Z77930046,DTDC,,,HYDERABAD,,ATTEMPTED
1919219,X01594513,DTDC,,,BARODA,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1920149,X01594505,DTDC,,,BARODA,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1920330,X01594516,DTDC,,,MANDI,Tue, Dec 04, 2012 10:52 PM,DELIVERED
1920480,D11115076,DTDC,,,,,
1920610,X01594508,DTDC,,,BERHAMPUR -OR,Wed, Dec 05, 2012 0:31 PM,DELIVERED
1920694,Z77930043,DTDC,,,BURDWAN,Mon, Dec 03, 2012 0:15 PM,DELIVERED
1920872,X01594504,DTDC,,,RAJKOT,Thu, Dec 06, 2012 0:13 AM,DELIVERED
1920934,X01594523,DTDC,,,PATNA,,IN TRANSIT
1920943,X01594522,DTDC,,,PATNA,,IN TRANSIT
1920951,X01594506,DTDC,,,GUWAHATI,Wed, Dec 05, 2012 7:08 PM,DELIVERED
1921069,Z77930062,DTDC,,,BARODA,Thu, Dec 06, 2012 0:31 PM,DELIVERED
1921166,Z77930066,DTDC,,,HYDERABAD,Thu, Dec 06, 2012 3:00 PM,DELIVERED
1921251,X01594520,DTDC,,,CHENNAI,Wed, Dec 05, 2012 5:45 PM,DELIVERED
1921577,Z77930068,DTDC,,,DELHI,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1921707,Z77930063,DTDC,,,PUNE,Mon, Dec 10, 2012 5:35 PM,DELIVERED
1921977,Z77930069,DTDC,,,SAHIBABAD,Mon, Dec 03, 2012 1:00 PM,DELIVERED
1923245,Z77930060,DTDC,,,DELHI,Mon, Dec 03, 2012 1:00 AM,DELIVERED
1926462,Z77930070,DTDC,,,NOIDA,Mon, Dec 03, 2012 1:50 PM,DELIVERED
1927129,Z77930071,DTDC,,,GURGAON,,OUT FOR DELIVERY
1927604,X01594519,DTDC,,,PATNA,,IN TRANSIT
1928431,Z77930072,DTDC,,,BARODA,Thu, Dec 06, 2012 0:31 PM,DELIVERED
1929247,Z77930073,DTDC,,,PANJIM,Sat, Dec 08, 2012 3:20 PM,DELIVERED
1929248,C43770806,DTDC,,,COCHIN,,IN TRANSIT
1929708,Z77930074,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1931093,Z77930075,DTDC,,,DELHI,Mon, Dec 03, 2012 11:00 AM,DELIVERED
1931101,Z77930076,DTDC,,,MUMBAI,Wed, Dec 05, 2012 11:40 AM,DELIVERED
1931413,Z77930077,DTDC,,,GURGAON,Mon, Dec 03, 2012 1:25 PM,DELIVERED
1932692,Z77930047,DTDC,,,DELHI,Mon, Dec 03, 2012 1:25 AM,DELIVERED
1933616,X01594510,DTDC,,,GWALIOR,Tue, Dec 04, 2012 6:00 PM,DELIVERED
1934478,X01594509,DTDC,,,GURGAON,,RTO IN TRANSIT
1934488,Z77930067,DTDC,,,BURDWAN,Tue, Dec 04, 2012 0:30 PM,DELIVERED
1934489,Z77930059,DTDC,,,BURDWAN,Mon, Dec 03, 2012 0:15 PM,DELIVERED
1934502,Z77930048,DTDC,,,BURDWAN,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1934634,Z77930064,DTDC,,,GURGAON,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1934679,X01594521,DTDC,,,DELHI,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1934853,Z77932055,DTDC,,,DELHI,Thu, Dec 06, 2012 7:08 PM,DELIVERED
1934855,Z77932056,DTDC,,,DELHI,Thu, Dec 06, 2012 4:00 PM,DELIVERED
1934862,Z77932053,DTDC,,,BARODA,,IN TRANSIT
1934920,Z77930061,DTDC,,,RAIPUR,Tue, Dec 04, 2012 3:45 PM,DELIVERED
1934940,Z77932059,DTDC,,,JAIPUR,Mon, Dec 03, 2012 0:55 PM,DELIVERED
1934943,Z77930049,DTDC,,,GURGAON,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1934977,Z77930050,DTDC,,,LUCKNOW,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1934981,Z77930041,DTDC,,,RAJPURA,,IN TRANSIT
1935312,Z77930051,DTDC,,,PANIPAT,Mon, Dec 03, 2012 11:30 AM,DELIVERED
1935364,Z77930065,DTDC,,,LUDHIANA,Mon, Dec 03, 2012 10:55 AM,DELIVERED
1935712,c44155171,DTDC,,,GHAZIABAD,Sat, Dec 01, 2012 1:10 PM,DELIVERED
1936991,P21200674,DTDC,,,,,
1936996,P21200673,DTDC,,,HYDERABAD,Mon, Dec 03, 2012 1:39 PM,DELIVERED
1937766,A24568763,DTDC,,,DELHI,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1886352,Z77930105,DTDC,,,QUILON,,IN TRANSIT
1889858,Z77930097,DTDC,,,MOTIKHAWDI,Thu, Dec 06, 2012 11:55 AM,DELIVERED
1890486,Z77930107,DTDC,,,SAMBALPUR,,IN TRANSIT
1890503,Z77930108,DTDC,,,BURDWAN,Fri, Dec 07, 2012 0:20 PM,DELIVERED
1891328,Z77930109,DTDC,,,NELLORE,Fri, Dec 07, 2012 7:45 PM,DELIVERED
1892107,Z77930110,DTDC,,,JAIPUR,,IN TRANSIT
1897281,Z77930078,DTDC,,,BANGALORE,Fri, Dec 07, 2012 1:55 PM,DELIVERED
1907088,Z77930079,DTDC,,,DELHI,Wed, Dec 05, 2012 0:00 PM,DELIVERED
1907100,Z77930080,DTDC,,,DELHI,Wed, Dec 05, 2012 3:20 PM,DELIVERED
1913146,Z77930086,DTDC,,,DHUBRI,Sat, Dec 08, 2012 1:58 PM,DELIVERED
1916262,Z77930081,DTDC,,,NASIK,Thu, Dec 06, 2012 1:50 PM,DELIVERED
1920019,z78817860,DTDC,,,DELHI,Fri, Dec 07, 2012 0:12 PM,DELIVERED
1921000,Z77930094,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1921133,Z77930102,DTDC,,,SULLURPET,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1921168,Z77930082,DTDC,,,VIRAJPET,Fri, Dec 07, 2012 2:00 PM,DELIVERED
1921208,Z77930095,DTDC,,,MUMBAI,Tue, Dec 11, 2012 10:27 AM,DELIVERED
1921373,Z77929810,DTDC,,,BHATINDA,Mon, Dec 03, 2012 10:20 AM,DELIVERED
1921388,Z77932117,DTDC,,,JAIPUR,Tue, Dec 04, 2012 2:00 PM,DELIVERED
1921581,Z77932163,DTDC,,,BANGALORE,Fri, Dec 07, 2012 2:40 PM,DELIVERED
1921599,Z77932118,DTDC,,,PUNE,Mon, Dec 10, 2012 3:51 PM,DELIVERED
1921640,Z77929811,DTDC,,,BHOPAL,,IN TRANSIT
1921711,Z77932167,DTDC,,,MUMBAI,Sat, Dec 08, 2012 0:15 PM,DELIVERED
1921714,Z77929812,DTDC,,,KURNOOL,Sat, Dec 08, 2012 10:40 AM,DELIVERED
1921753,Z77929813,DTDC,,,BELGAUM,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1921832,Z77929814,DTDC,,,BHOPAL,,IN TRANSIT
1921935,Z77929815,DTDC,,,KURNOOL,Mon, Dec 10, 2012 1:40 PM,DELIVERED
1921940,Z77932165,DTDC,,,KAKINADA,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1921941,Z77932171,DTDC,,,MUMBAI,,OUT FOR DELIVERY
1922076,Z77929816,DTDC,,,MEHSANA,Sat, Dec 08, 2012 10:00 AM,DELIVERED
1922147,Z77932112,DTDC,,,VIZIANAGARAM,,IN TRANSIT
1922154,Z77929817,DTDC,,,KOTTUR,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1922187,Z77929818,DTDC,,,NAGPUR,Sat, Dec 08, 2012 0:44 PM,DELIVERED
1922245,Z77932166,DTDC,,,MUMBAI,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1922318,Z77932114,DTDC,,,HYDERABAD,Fri, Dec 07, 2012 2:00 PM,DELIVERED
1922327,Z77929819,DTDC,,,NAGPUR,Sat, Dec 08, 2012 0:11 PM,DELIVERED
1922338,Z77932159,DTDC,,,VIZIANAGARAM,Sat, Dec 08, 2012 1:20 PM,DELIVERED
1922363,Z77929820,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1922366,Z77929821,DTDC,,,NAGPUR,Sun, Dec 09, 2012 3:45 PM,DELIVERED
1922478,Z77929822,DTDC,,,NAGPUR,Sat, Dec 08, 2012 0:55 PM,DELIVERED
1922484,Z77932157,DTDC,,,CHANDIGARH,Tue, Dec 04, 2012 11:55 AM,DELIVERED
1922501,Z77929823,DTDC,,,RAJKOT,,IN TRANSIT
1922503,Z77932108,DTDC,,,THANE,Thu, Dec 06, 2012 1:10 PM,DELIVERED
1922555,Z77932063,DTDC,,,AMBALA,Wed, Dec 05, 2012 0:08 PM,DELIVERED
1922575,Z77929824,DTDC,,,ERODE,,OUT FOR DELIVERY
1922606,Z77932132,DTDC,,,AHMEDABAD,Sat, Dec 08, 2012 0:22 PM,DELIVERED
1922613,Z77929825,DTDC,,,KOTTUR,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1922805,Z77929826,DTDC,,,KOTTUR,Thu, Dec 06, 2012 0:00 PM,DELIVERED
1922814,Z77929827,DTDC,,,SAMBALPUR,,IN TRANSIT
1922832,Z77929828,DTDC,,,MECHEDA,,IN TRANSIT
1922924,Z77929829,DTDC,,,KURNOOL,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1922992,Z77929830,DTDC,,,KURNOOL,Sat, Dec 08, 2012 11:00 AM,DELIVERED
1922997,Z77929831,DTDC,,,MORADABAD,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1923146,Z77929832,DTDC,,,TIRUPATI,,IN TRANSIT
1923180,Z77932103,DTDC,,,SAHIBABAD,Tue, Dec 04, 2012 1:45 PM,DELIVERED
1923185,Z77932102,DTDC,,,AMARAVATI,Fri, Dec 07, 2012 3:55 PM,DELIVERED
1923204,Z77929833,DTDC,,,CUDDAPAH,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1923333,Z77929834,DTDC,,,KURNOOL,Sat, Dec 08, 2012 11:00 AM,DELIVERED
1923381,Z77932142,DTDC,,,GWALIOR,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1923394,Z77929835,DTDC,,,PATIALA,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1923477,Z77932161,DTDC,,,MATHURA,Thu, Dec 06, 2012 0:20 PM,DELIVERED
1923514,Z77932104,DTDC,,,NAGPUR,Sat, Dec 08, 2012 10:00 AM,DELIVERED
1923558,Z77932153,DTDC,,,JAMMU,,OUT FOR DELIVERY
1923566,Z77929836,DTDC,,,BANGALORE,,IN TRANSIT
1923581,Z77932094,DTDC,,,BARODA,Mon, Dec 10, 2012 2:30 PM,DELIVERED
1923624,Z77929837,DTDC,,,KURNOOL,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1923658,Z77929838,DTDC,,,NAGPUR,Sat, Dec 08, 2012 0:22 PM,DELIVERED
1923766,Z77929839,DTDC,,,PATIALA,Fri, Dec 07, 2012 11:55 AM,DELIVERED
1923802,Z77932170,DTDC,,,MATHURA,Thu, Dec 06, 2012 0:20 PM,DELIVERED
1923942,Z77932086,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1923946,Z77929840,DTDC,,,CUDDAPAH,,IN TRANSIT
1924027,Z77932131,DTDC,,,AJMER,Fri, Dec 07, 2012 11:00 AM,DELIVERED
1924059,Z77932092,DTDC,,,BIKANER,Wed, Dec 05, 2012 10:00 AM,DELIVERED
1924090,Z77932158,DTDC,,,GWALIOR,Sat, Dec 08, 2012 5:00 PM,DELIVERED
1924158,Z77929841,DTDC,,,ELURU,,IN TRANSIT
1924159,Z77929842,DTDC,,,FATEHABAD,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1924265,Z77932129,DTDC,,,JAMMU,Fri, Dec 07, 2012 11:28 AM,DELIVERED
1924312,Z77929843,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1924313,Z77929844,DTDC,,,ALLEPPEY,Mon, Dec 10, 2012 6:01 PM,DELIVERED
1924340,Z77929845,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1924377,Z77932130,DTDC,,,DELHI,,OUT FOR DELIVERY
1924532,Z77929846,DTDC,,,KANPUR,,IN TRANSIT
1924559,Z77929847,DTDC,,,DEESA,Mon, Dec 10, 2012 11:45 AM,DELIVERED
1924776,Z77929848,DTDC,,,MANGALORE,Fri, Dec 07, 2012 2:15 PM,DELIVERED
1924906,Z77932135,DTDC,,,INDORE,Sat, Dec 08, 2012 3:20 PM,DELIVERED
1924990,Z77929849,DTDC,,,BERHAMPUR -OR,,IN TRANSIT
1925049,Z77929850,DTDC,,,BURDWAN,Fri, Dec 07, 2012 5:05 PM,DELIVERED
1925075,Z77932140,DTDC,,,LUCKNOW,Fri, Dec 07, 2012 8:00 PM,DELIVERED
1925261,Z77932169,DTDC,,,HYDERABAD,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1925272,Z77929851,DTDC,,,BHUBANESHWAR,,IN TRANSIT
1925287,Z77932126,DTDC,,,RAJKOT,Fri, Dec 07, 2012 1:00 PM,DELIVERED
1925309,Z77929852,DTDC,,,CUDDAPAH,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1925377,Z77929853,DTDC,,,RAMPURA PHUL,Thu, Dec 06, 2012 3:16 PM,DELIVERED
1925427,Z77929854,DTDC,,,SALEM,Fri, Dec 07, 2012 10:40 AM,DELIVERED
1925546,Z77929855,DTDC,,,KURNOOL,Sat, Dec 08, 2012 10:30 AM,DELIVERED
1925635,Z77932162,DTDC,,,JAIPUR,,RTO IN TRANSIT
1925639,Z77929856,DTDC,,,VARANASI,,IN TRANSIT
1925670,Z77932116,DTDC,,,DELHI,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1925742,Z77932073,DTDC,,,AGRA,Mon, Dec 03, 2012 1:20 PM,DELIVERED
1925788,Z77929857,DTDC,,,MECHEDA,,IN TRANSIT
1925858,Z77932091,DTDC,,,LUCKNOW,Mon, Dec 10, 2012 0:00 PM,DELIVERED
1925869,Z77929858,DTDC,,,PATNA,,IN TRANSIT
1925974,Z77929859,DTDC,,,JAIPUR,Tue, Dec 04, 2012 4:55 PM,DELIVERED
1926062,Z77929860,DTDC,,,KURUKSHETRA,Mon, Dec 03, 2012 0:31 PM,DELIVERED
1926076,Z77929861,DTDC,,,GURGAON,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1926132,Z77932154,DTDC,,,HYDERABAD,Sat, Dec 08, 2012 4:05 PM,DELIVERED
1926172,Z77930113,DTDC,,,BANGALORE,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1926189,Z77932062,DTDC,,,KANPUR,Thu, Dec 06, 2012 3:55 PM,DELIVERED
1926282,Z77932065,DTDC,,,SURAT,Fri, Dec 07, 2012 11:15 AM,DELIVERED
1926287,Z77929862,DTDC,,,JAIPUR,Tue, Dec 04, 2012 4:55 PM,DELIVERED
1926293,Z77929863,DTDC,,,AMBALA,Thu, Dec 06, 2012 11:20 AM,DELIVERED
1926294,Z77932145,DTDC,,,CHENNAI,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1926316,Z77929864,DTDC,,,BHUBANESHWAR,,IN TRANSIT
1926412,Z77929865,DTDC,,,KURNOOL,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1926491,Z77929866,DTDC,,,CUDDAPAH,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1926520,Z77929867,DTDC,,,ELURU,,IN TRANSIT
1926601,Z77930114,DTDC,,,HISSAR,Tue, Dec 04, 2012 2:10 PM,DELIVERED
1926642,Z77932066,DTDC,,,SANGLI,Mon, Dec 10, 2012 7:57 PM,DELIVERED
1926692,Z77932121,DTDC,,,DELHI,Tue, Dec 04, 2012 1:00 PM,DELIVERED
1926747,Z77929868,DTDC,,,KURNOOL,Sat, Dec 08, 2012 11:00 AM,DELIVERED
1926826,Z77929869,DTDC,,,DURGAPUR,,FDM MANIFEST PREPARED
1926946,Z77932088,DTDC,,,PANJIM,,IN TRANSIT
1926986,Z77932077,DTDC,,,ANKLESHWAR,,IN TRANSIT
1927091,Z77929870,DTDC,,,NAGPUR,,IN TRANSIT
1927158,Z77932084,DTDC,,,NAVI MUMBAI,Thu, Dec 06, 2012 11:45 AM,DELIVERED
1927386,Z77932156,DTDC,,,BILASPUR  ( H.P.),,IN TRANSIT
1927413,Z77930096,DTDC,,,JAGRAON,Wed, Dec 05, 2012 5:50 PM,DELIVERED
1927458,Z77932144,DTDC,,,BANGALORE,Fri, Dec 07, 2012 3:20 PM,DELIVERED
1927470,Z77929871,DTDC,,,PANTNAGAR,Wed, Dec 05, 2012 0:10 PM,DELIVERED
1927477,Z77929872,DTDC,,,NASIK,,IN TRANSIT
1927534,Z77932072,DTDC,,,MUMBAI,,HELD UP
1927535,Z77929873,DTDC,,,NAGPUR,,IN TRANSIT
1927662,Z77929874,DTDC,,,PANTNAGAR,Wed, Dec 05, 2012 0:50 PM,DELIVERED
1927689,Z77929875,DTDC,,,NAGPUR,,IN TRANSIT
